2025-01-12 16:12:35,1,video_chunks/video_chunk_20250112_161235.mp4
2025-01-12 16:12:46,1,video_chunks/video_chunk_20250112_161246.mp4
2025-01-12 16:12:54,1,video_chunks/video_chunk_20250112_161254.mp4
2025-01-12 16:13:04,1,video_chunks/video_chunk_20250112_161304.mp4
2025-01-12 16:13:11,3,video_chunks/video_chunk_20250112_161310.mp4
2025-01-12 16:13:17,1,video_chunks/video_chunk_20250112_161317.mp4
2025-01-12 16:13:29,2,video_chunks/video_chunk_20250112_161329.mp4
2025-01-12 16:13:40,1,video_chunks/video_chunk_20250112_161340.mp4
2025-01-12 16:13:49,3,video_chunks/video_chunk_20250112_161349.mp4
2025-01-12 16:14:00,2,video_chunks/video_chunk_20250112_161400.mp4
2025-01-12 16:14:07,0,video_chunks/video_chunk_20250112_161407.mp4
2025-01-12 16:14:13,1,video_chunks/video_chunk_20250112_161413.mp4
2025-01-12 16:14:19,0,video_chunks/video_chunk_20250112_161419.mp4
2025-01-12 16:14:25,1,video_chunks/video_chunk_20250112_161424.mp4
2025-01-12 16:14:30,2,video_chunks/video_chunk_20250112_161430.mp4
2025-01-12 16:14:36,2,video_chunks/video_chunk_20250112_161436.mp4
2025-01-12 16:14:42,3,video_chunks/video_chunk_20250112_161442.mp4
2025-01-12 16:14:48,1,video_chunks/video_chunk_20250112_161447.mp4
2025-01-12 16:14:53,1,video_chunks/video_chunk_20250112_161453.mp4
2025-01-12 16:14:59,1,video_chunks/video_chunk_20250112_161459.mp4
2025-01-12 16:15:04,1,video_chunks/video_chunk_20250112_161504.mp4
2025-01-12 16:15:10,3,video_chunks/video_chunk_20250112_161510.mp4
2025-01-12 16:15:16,1,video_chunks/video_chunk_20250112_161516.mp4
2025-01-12 16:15:22,2,video_chunks/video_chunk_20250112_161521.mp4
2025-01-12 16:15:27,0,video_chunks/video_chunk_20250112_161527.mp4
2025-01-12 16:15:33,0,video_chunks/video_chunk_20250112_161533.mp4
2025-01-12 16:15:39,2,video_chunks/video_chunk_20250112_161538.mp4
2025-01-12 16:15:44,2,video_chunks/video_chunk_20250112_161544.mp4
2025-01-12 16:15:50,1,video_chunks/video_chunk_20250112_161550.mp4
2025-01-12 16:15:56,1,video_chunks/video_chunk_20250112_161556.mp4
2025-01-12 16:16:01,1,video_chunks/video_chunk_20250112_161601.mp4
2025-01-12 16:16:07,1,video_chunks/video_chunk_20250112_161607.mp4
2025-01-12 16:16:13,3,video_chunks/video_chunk_20250112_161613.mp4
2025-01-12 16:16:19,3,video_chunks/video_chunk_20250112_161619.mp4
2025-01-12 16:16:24,2,video_chunks/video_chunk_20250112_161624.mp4
2025-01-12 16:16:30,1,video_chunks/video_chunk_20250112_161630.mp4
2025-01-12 16:16:36,1,video_chunks/video_chunk_20250112_161636.mp4
2025-01-12 16:16:42,1,video_chunks/video_chunk_20250112_161641.mp4
2025-01-12 16:16:47,3,video_chunks/video_chunk_20250112_161647.mp4
2025-01-12 16:16:53,3,video_chunks/video_chunk_20250112_161653.mp4
2025-01-12 16:16:59,1,video_chunks/video_chunk_20250112_161658.mp4
2025-01-12 16:17:06,0,video_chunks/video_chunk_20250112_161706.mp4
2025-01-12 16:17:14,2,video_chunks/video_chunk_20250112_161714.mp4
2025-01-12 16:17:20,1,video_chunks/video_chunk_20250112_161719.mp4
2025-01-12 16:17:25,2,video_chunks/video_chunk_20250112_161725.mp4
2025-01-12 16:17:31,0,video_chunks/video_chunk_20250112_161731.mp4
2025-01-12 16:17:37,2,video_chunks/video_chunk_20250112_161737.mp4
2025-01-12 16:17:43,1,video_chunks/video_chunk_20250112_161743.mp4
2025-01-12 16:17:49,1,video_chunks/video_chunk_20250112_161749.mp4
2025-01-12 16:17:55,1,video_chunks/video_chunk_20250112_161755.mp4
2025-01-12 16:18:01,2,video_chunks/video_chunk_20250112_161801.mp4
2025-01-12 16:18:07,1,video_chunks/video_chunk_20250112_161806.mp4
2025-01-12 16:18:12,2,video_chunks/video_chunk_20250112_161812.mp4
2025-01-12 16:18:18,0,video_chunks/video_chunk_20250112_161818.mp4
2025-01-12 16:18:24,2,video_chunks/video_chunk_20250112_161824.mp4
2025-01-12 16:18:30,0,video_chunks/video_chunk_20250112_161830.mp4
2025-01-12 16:18:36,0,video_chunks/video_chunk_20250112_161836.mp4
2025-01-12 16:18:42,1,video_chunks/video_chunk_20250112_161842.mp4
2025-01-12 16:18:48,1,video_chunks/video_chunk_20250112_161848.mp4
2025-01-12 16:18:53,0,video_chunks/video_chunk_20250112_161853.mp4
2025-01-12 16:18:59,2,video_chunks/video_chunk_20250112_161859.mp4
2025-01-12 16:19:05,2,video_chunks/video_chunk_20250112_161905.mp4
2025-01-12 16:19:10,0,video_chunks/video_chunk_20250112_161910.mp4
2025-01-12 16:19:16,1,video_chunks/video_chunk_20250112_161916.mp4
2025-01-12 16:19:22,2,video_chunks/video_chunk_20250112_161922.mp4
2025-01-12 16:19:28,1,video_chunks/video_chunk_20250112_161927.mp4
2025-01-12 16:19:34,1,video_chunks/video_chunk_20250112_161933.mp4
2025-01-12 16:19:39,1,video_chunks/video_chunk_20250112_161939.mp4
2025-01-12 16:19:46,2,video_chunks/video_chunk_20250112_161946.mp4
2025-01-12 16:19:55,0,video_chunks/video_chunk_20250112_161955.mp4
2025-01-12 16:20:01,1,video_chunks/video_chunk_20250112_162000.mp4
2025-01-12 16:20:06,1,video_chunks/video_chunk_20250112_162006.mp4
2025-01-12 16:20:12,1,video_chunks/video_chunk_20250112_162012.mp4
2025-01-12 16:20:18,2,video_chunks/video_chunk_20250112_162018.mp4
2025-01-12 16:20:26,0,video_chunks/video_chunk_20250112_162026.mp4
2025-01-12 16:20:33,0,video_chunks/video_chunk_20250112_162033.mp4
2025-01-12 16:20:39,2,video_chunks/video_chunk_20250112_162039.mp4
2025-01-12 16:20:45,1,video_chunks/video_chunk_20250112_162045.mp4
2025-01-12 16:20:51,1,video_chunks/video_chunk_20250112_162051.mp4
2025-01-12 16:20:57,0,video_chunks/video_chunk_20250112_162056.mp4
2025-01-12 16:21:02,0,video_chunks/video_chunk_20250112_162102.mp4
2025-01-12 16:21:08,1,video_chunks/video_chunk_20250112_162108.mp4
2025-01-12 16:21:14,1,video_chunks/video_chunk_20250112_162114.mp4
2025-01-12 16:21:19,1,video_chunks/video_chunk_20250112_162119.mp4
2025-01-12 16:21:25,1,video_chunks/video_chunk_20250112_162125.mp4
2025-01-12 16:21:31,0,video_chunks/video_chunk_20250112_162131.mp4
2025-01-12 16:21:36,0,video_chunks/video_chunk_20250112_162136.mp4
2025-01-12 16:21:42,1,video_chunks/video_chunk_20250112_162142.mp4
2025-01-12 16:21:48,1,video_chunks/video_chunk_20250112_162148.mp4
2025-01-12 16:21:54,2,video_chunks/video_chunk_20250112_162153.mp4
2025-01-12 16:21:59,1,video_chunks/video_chunk_20250112_162159.mp4
2025-01-12 16:22:05,1,video_chunks/video_chunk_20250112_162205.mp4
2025-01-12 16:22:13,2,video_chunks/video_chunk_20250112_162213.mp4
2025-01-12 16:22:18,0,video_chunks/video_chunk_20250112_162218.mp4
2025-01-12 16:22:24,0,video_chunks/video_chunk_20250112_162224.mp4
